NCT ID;Title;Status;Phase;Study Type;Enrollment;Conditions
NCT00849550;Safety and Dosage Study of RAD001 (Everolimus) in Combination With Current Standard of Care to Treat Advanced Solid Tumors.;COMPLETED;['PHASE1'];INTERVENTIONAL;32.0;['Unspecified Adult Solid Tumor, Protocol Specific', 'Cancer']
NCT01743950;A Phase II Study of Pulse Reduced Dose Rate Radiation Therapy With Bevacizumab;RECRUITING;['PHASE2'];INTERVENTIONAL;80.0;['Glioma']
NCT05776875;Atezolizumab and Bevacizumab in Combination With TACE for Patients With BCLC B HCC;RECRUITING;['PHASE2'];INTERVENTIONAL;24.0;['Hepatocellular Carcinoma', 'BCLC Stage B Hepatocellular Carcinoma']
NCT03743662;Nivolumab With Radiation Therapy and Bevacizumab for Recurrent MGMT Methylated Glioblastoma;ACTIVE_NOT_RECRUITING;['PHASE2'];INTERVENTIONAL;39.0;['Glioblastoma']
NCT01106872;Bevacizumab, Chemotherapy and Valproic Acid in Advanced Sarcomas;COMPLETED;['PHASE1'];INTERVENTIONAL;47.0;['Sarcoma', 'Soft Tissue Sarcoma', 'Locally Advanced Sarcoma', 'Unresectable Sarcoma', 'Metastatic Sarcoma']
NCT02330562;"Stage 1: Marizomib + Bevacizumab in WHO Gr IV GBM; Stage 2: Marizomib Alone; Stage 3: Combination of Marizomib and Bevacizumab";COMPLETED;['PHASE1', 'PHASE2'];INTERVENTIONAL;121.0;['Malignant Glioma', 'Glioblastoma']
NCT03698162;Precise DCE-MRI in Diagnosing Participants With Recurrent High Grade Glioma or Melanoma Brain Metastases;TERMINATED;['NA'];INTERVENTIONAL;14.0;['Brain Metastases', 'Glioma of Brain', 'Brain Tumor', 'Metastatic Melanoma']
NCT02754362;A Toll-like Receptor Agonist as an Adjuvant to Tumor Associated Antigens (TAA) Mixed With Montanide ISA-51 VG With Bevacizumab for Patients With Recurrent Glioblastoma;WITHDRAWN;['PHASE2'];INTERVENTIONAL;0.0;['Glioblastoma', 'Glioma']
NCT02717962;Study of VAL-083 in Patients With MGMT Unmethylated, Bevacizumab-naive Glioblastoma in the Adjuvant or Recurrent Setting;ACTIVE_NOT_RECRUITING;['PHASE2'];INTERVENTIONAL;119.0;['Glioma', 'Glioblastoma', 'Glioblastoma Multiforme', 'GBM', 'Brain Cancer']
NCT03829410;Onvansertib in Combination With FOLFIRI and Bevacizumab for Second Line Treatment of Metastatic Colorectal Cancer Patients With a Kras Mutation;ACTIVE_NOT_RECRUITING;['PHASE1', 'PHASE2'];INTERVENTIONAL;68.0;['Metastatic Colorectal Cancer', 'KRAS Gene Mutation']
NCT01063010;Pilot Study of Bevacizumab (Avastin) in Patients With Septic Shock;WITHDRAWN;['NA'];INTERVENTIONAL;0.0;['Septic Shock']
NCT03340610;IAI for Persistent DME After Treatment With Bevacizumab And Ranibizumab;COMPLETED;['PHASE4'];INTERVENTIONAL;30.0;['Diabetic Macular Edema']
NCT00408772;Oxaliplatin, Capecitabine, and Bevacizumab Followed By Surgery and/or Radiofrequency Ablation in Patients With Colorectal Cancer;WITHDRAWN;['PHASE2'];INTERVENTIONAL;0.0;['Colorectal Cancer', 'Metastatic Cancer']
NCT00596362;Treatment With Intravitreal Avastin for Large Uveal Melanomas;COMPLETED;['NA'];INTERVENTIONAL;1.0;['Uveal Melanoma']
NCT00255762;Carboplatin, Paclitaxel, and Bevacizumab in Treating Patients With Stage IV Melanoma That Cannot Be Removed By Surgery;COMPLETED;['PHASE2'];INTERVENTIONAL;47.0;['Recurrent Melanoma', 'Stage IV Melanoma']
NCT00066846;Bevacizumab Plus Fluorouracil and Leucovorin in Treating Patients With Locally Advanced or Metastatic Stage IV Colorectal Cancer That Has Progressed After Standard Chemotherapy;COMPLETED;['PHASE2'];INTERVENTIONAL;;['Colorectal Cancer']
NCT05797246;Bevacizumab in Adults With Recurrent Respiratory Papillomatosis (RRP);RECRUITING;['PHASE2'];INTERVENTIONAL;50.0;['Respiratory Tract Diseases', 'Neoplasms', 'Neoplasms by Histologic Type', 'Neoplasms, Glandular and Epithelial', 'Neoplasms, Squamous Cell', 'Tumor Virus Infections', 'Infections', 'Virus Diseases', 'DNA Virus Infections', 'Pathologic Processes', 'Disease Attributes', 'Recurrence', 'Papilloma', 'Respiratory Tract Infections', 'Papillomavirus Infections']
NCT02045446;Maintenance Chemotherapy Versus Consolidative Stereotactic Body Radiation Therapy (SBRT) Plus Maintenance Chemotherapy for Stage IV Non-Small Cell Lung Cancer (NSCLC): A Randomized Phase II Trial;COMPLETED;['PHASE2'];INTERVENTIONAL;29.0;['Stage IV Non-Small Cell Lung Cancer']
NCT00777673;Preoperative Chemotherapy in Triple Negative Invasive Breast Cancer That Can be Removed by Surgery.;UNKNOWN;['PHASE2'];INTERVENTIONAL;60.0;['Breast Cancer']
NCT01057264;HAI Abraxane With Gemcitabine and Bevacizumab;COMPLETED;['PHASE1'];INTERVENTIONAL;78.0;['Advanced Cancers']
NCT00976573;Carboplatin, Paclitaxel, and Bevacizumab With or Without Everolimus in Treating Patients With Metastatic Malignant Melanoma;COMPLETED;['PHASE2'];INTERVENTIONAL;149.0;['Melanoma (Skin)']
NCT00461773;Randomized Phase II Study of Preoperative Letrozole (Femara) in Combination With Avastin in Hormone Receptor Positive Breast Cancer;TERMINATED;['PHASE2'];INTERVENTIONAL;5.0;['Hormone-Sensitive Breast Cancer', 'Breast Cancer']
NCT04541173;Study of Atezolizumab and Bevacizumab With Y-90 TARE in Patients With Unresectable Hepatocellular Carcinoma (HCC);RECRUITING;['PHASE2'];INTERVENTIONAL;128.0;['Hepatocellular Carcinoma']
NCT00729846;Bevacizumab in Combination With Visudyne Photodynamic Therapy (PDT);COMPLETED;['PHASE2'];INTERVENTIONAL;22.0;['Age Related Macular Degeneration', 'Choroidal Neovascularization', 'Macular Edema']
NCT01925573;Optune(NOVOTTF-100A)+ Bevacizumab+ Hypofractionated Stereotactic Irradiation Bevacizumab-Naive Recurrent Glioblastoma (GCC 1344);TERMINATED;['NA'];INTERVENTIONAL;7.0;['RECURRENT GLIOBLASTOMA', 'Brain Tumor']
NCT00508872;Folfox-B Study for Patients With Colorectal Liver Metastases;TERMINATED;['PHASE2'];INTERVENTIONAL;2.0;['Colorectal Liver Metastases']
NCT02174172;A Study to Assess the Safety and Tolerability of Atezolizumab in Combination With Other Immune-Modulating Therapies in Participants With Locally Advanced or Metastatic Solid Tumors;COMPLETED;['PHASE1'];INTERVENTIONAL;158.0;['Solid Cancers']
NCT00119262;Bevacizumab and Combination Chemotherapy in Patients With Lymph Node Positive Breast Cancer;COMPLETED;['PHASE2'];INTERVENTIONAL;226.0;['Male Breast Cancer', 'Stage II Breast Cancer', 'Stage IIIA Breast Cancer', 'Stage IIIB Breast Cancer']
NCT01248962;Standard Infusion Carboplatin Versus Prophylactic Extended Infusion Carboplatin in Patients With Patients With Recurrent, Ovary, Fallopian Tube, and Primary Peritoneal Cancer;COMPLETED;['PHASE2'];INTERVENTIONAL;146.0;['Ovarian Cancer', 'Fallopian Tube Cancer', 'Peritoneal Cancer']
NCT00892710;Trial of Poor Performance Status Patients (ToPPS);COMPLETED;['PHASE2'];INTERVENTIONAL;172.0;['Non Small Cell Lung Cancer']
NCT01722162;Levocetirizine + Capecitabine + Bevacizumab for Patients With Refractory Colorectal Cancer;COMPLETED;['PHASE2'];INTERVENTIONAL;47.0;['Colorectal Neoplasms']
NCT01403610;Safety and Efficacy Study of TH-302 CNS Penetration in Recurrent High Grade Astrocytoma Following Bevacizumab;COMPLETED;['PHASE2'];INTERVENTIONAL;28.0;['HIGH GRADE GLIOMA']
NCT00671372;A Study of Dulanermin Administered in Combination With Camptosar®/Erbitux® Chemotherapy or FOLFIRI (With or Without Bevacizumab) in Subjects With Previously Treated Metastatic Colorectal Cancer;COMPLETED;['PHASE1'];INTERVENTIONAL;42.0;['Colorectal Cancer']
NCT00803062;Paclitaxel and Cisplatin or Topotecan With or Without Bevacizumab in Treating Patients With Stage IVB, Recurrent, or Persistent Cervical Cancer;COMPLETED;['PHASE3'];INTERVENTIONAL;452.0;['Cervical Adenocarcinoma', 'Cervical Adenosquamous Carcinoma', 'Cervical Squamous Cell Carcinoma', 'Recurrent Cervical Carcinoma', 'Stage IVB Cervical Cancer']
NCT01081262;Carboplatin and Paclitaxel or Oxaliplatin and Capecitabine With or Without Bevacizumab as First-Line Therapy in Treating Patients With Newly Diagnosed Stage II-IV or Recurrent Stage I Epithelial Ovarian or Fallopian Tube Cancer;ACTIVE_NOT_RECRUITING;['PHASE3'];INTERVENTIONAL;50.0;['Borderline Ovarian Mucinous Tumor', 'Ovarian Mucinous Cystadenocarcinoma', 'Recurrent Fallopian Tube Carcinoma', 'Recurrent Ovarian Carcinoma', 'Stage IA Fallopian Tube Cancer AJCC v6 and v7', 'Stage IA Ovarian Cancer AJCC v6 and v7', 'Stage IB Fallopian Tube Cancer AJCC v6 and v7', 'Stage IB Ovarian Cancer AJCC v6 and v7', 'Stage IC Fallopian Tube Cancer AJCC v6 and v7', 'Stage IC Ovarian Cancer AJCC v6 and v7', 'Stage IIA Fallopian Tube Cancer AJCC v6 and v7', 'Stage IIA Ovarian Cancer AJCC V6 and v7', 'Stage IIB Fallopian Tube Cancer AJCC v6 and v7', 'Stage IIB Ovarian Cancer AJCC v6 and v7', 'Stage IIC Fallopian Tube Cancer AJCC v6 and v7', 'Stage IIC Ovarian Cancer AJCC v6 and v7', 'Stage IIIA Fallopian Tube Cancer AJCC v7', 'Stage IIIA Ovarian Cancer AJCC v6 and v7', 'Stage IIIB Fallopian Tube Cancer AJCC v7', 'Stage IIIB Ovarian Cancer AJCC v6 and v7', 'Stage IIIC Fallopian Tube Cancer AJCC v7', 'Stage IIIC Ovarian Cancer AJCC v6 and v7', 'Stage IV Fallopian Tube Cancer AJCC v6 and v7', 'Stage IV Ovarian Cancer AJCC v6 and v7']
NCT06011772;EGF-Depleting Therapy CIMAvax-EGF in Combination With Standard Therapy for RAS- and BRAF Wild-Type Metastatic Colorectal Cancer;RECRUITING;['EARLY_PHASE1'];INTERVENTIONAL;42.0;['Colo-rectal Cancer']
NCT04406272;VB-111 in Surgically Accessible Recurrent/Progressive GBM;ACTIVE_NOT_RECRUITING;['PHASE2'];INTERVENTIONAL;15.0;['Glioblastoma', 'Recurrent Glioblastoma']
NCT04068610;COLUMBIA-1: Novel Oncology Therapies in Combination With Chemotherapy and Bevacizumab as First- Line Therapy in MSS-CRC;TERMINATED;['PHASE1', 'PHASE2'];INTERVENTIONAL;61.0;['Metastatic Microsatellite-stable Colorectal Cancer']
NCT00405938;Bevacizumab Given With Either Anastrozole or Fulvestrant With Trastuzumab for Postmenopausal Metastatic Breast Cancer;COMPLETED;['PHASE2'];INTERVENTIONAL;79.0;['Breast Cancer', 'Breast Neoplasms']
NCT01270438;Combination Chemotherapy and Bevacizumab With or Without RO4929097 in Treating Patients With Metastatic Colorectal Cancer;WITHDRAWN;['PHASE2'];INTERVENTIONAL;0.0;['Adenocarcinoma of the Colon', 'Adenocarcinoma of the Rectum', 'Recurrent Colon Cancer', 'Recurrent Rectal Cancer', 'Stage IVA Colon Cancer', 'Stage IVA Rectal Cancer', 'Stage IVB Colon Cancer', 'Stage IVB Rectal Cancer']
NCT00047762;Safety, Efficacy, and Pharmacokinetics Study of Tarceva to Treat Advanced Colorectal Cancer;COMPLETED;['PHASE1'];INTERVENTIONAL;;['Colorectal Cancer']
NCT03694262;The EndoBARR Trial (Endometrial Bevacizumab, Atezolizumab, Rucaparib);COMPLETED;['PHASE2'];INTERVENTIONAL;30.0;['Endometrial Cancer', 'Uterine Carcinosarcoma']
NCT00290810;Bevacizumab in Treating Patients With Relapsed or Refractory Chronic Lymphocytic Leukemia;COMPLETED;['PHASE2'];INTERVENTIONAL;12.0;['B-cell Chronic Lymphocytic Leukemia', 'Refractory Chronic Lymphocytic Leukemia']
NCT06109272;A Study to Assess the Dose, Adverse Events, and Change in Disease Activity of Livmoniplimab as an Intravenous (IV) Solution in Combination With Budigalimab as an IV Solution in Adult Participants With Hepatocellular Carcinoma (HCC);RECRUITING;['PHASE2', 'PHASE3'];INTERVENTIONAL;660.0;['Hepatocellular Carcinoma']
NCT01256762;Imetelstat in Combination With Paclitaxel (With or Without Bevacizumab) in Patients With Locally Recurrent or Metastatic Breast Cancer;COMPLETED;['PHASE2'];INTERVENTIONAL;166.0;['Locally Recurrent or Metastatic Breast Cancer']
NCT03439462;Nab-Sirolimus in Combination With FOLFOX & BEV as 1st Line Therapy in Patients With Advanced or Metastatic Colorectal Cancer;COMPLETED;['PHASE1', 'PHASE2'];INTERVENTIONAL;60.0;['Colorectal Cancer Metastatic']
NCT01967810;ANG1005 in Patients With Recurrent High-Grade Glioma;COMPLETED;['PHASE2'];INTERVENTIONAL;73.0;['Glioma', 'Glioblastoma', 'Brain Tumor, Recurrent']
NCT01738646;Ph II SAHA and Bevacizumab for Recurrent Malignant Glioma Patients;COMPLETED;['PHASE2'];INTERVENTIONAL;48.0;['Recurrent Glioblastoma Multiforme', 'Malignant Glioma', 'Adult Brain Tumor']
NCT00321646;Neoadjuvant Bevacizumab Plus Docetaxel in High Risk Patients With Prostate Cancer Undergoing Radical Prostatectomy;COMPLETED;['PHASE2'];INTERVENTIONAL;42.0;['Prostate Cancer', 'Adenocarcinoma of the Prostate']
NCT01097746;First-Line Treatment of Bevacizumab, Carboplatin, and Paclitaxel in Treating Participants With Stage III-IV Ovarian, Primary Peritoneal, and Fallopian Tube Cancer;COMPLETED;['PHASE2'];INTERVENTIONAL;33.0;['Fallopian Tube Carcinoma', 'Fallopian Tube Clear Cell Adenocarcinoma', 'Fallopian Tube Endometrioid Adenocarcinoma', 'Fallopian Tube Mucinous Adenocarcinoma', 'Fallopian Tube Serous Adenocarcinoma', 'Fallopian Tube Transitional Cell Carcinoma', 'Fallopian Tube Undifferentiated Carcinoma', 'FIGO Stage III Ovarian Cancer', 'FIGO Stage IIIA Ovarian Cancer', 'FIGO Stage IIIA1 Ovarian Cancer', 'FIGO Stage IIIA1(i) Ovarian Cancer', 'FIGO Stage IIIA1(ii) Ovarian Cancer', 'FIGO Stage IIIA2 Ovarian Cancer', 'FIGO Stage IIIB Ovarian Cancer', 'FIGO Stage IIIC Ovarian Cancer', 'FIGO Stage IVA Ovarian Cancer', 'FIGO Stage IVB Ovarian Cancer', 'Malignant Ovarian Brenner Tumor', 'Ovarian Clear Cell Adenocarcinoma', 'Ovarian Endometrioid Adenocarcinoma', 'Ovarian Mucinous Adenocarcinoma', 'Ovarian Seromucinous Carcinoma', 'Ovarian Serous Adenocarcinoma', 'Ovarian Transitional Cell Carcinoma', 'Ovarian Undifferentiated Carcinoma', 'Primary Peritoneal Carcinoma', 'Primary Peritoneal Serous Adenocarcinoma']
NCT00378573;Multicenter Evaluation of Docetaxel, Gemcitabine, and Bevacizumab Combination Followed by Bevacizumab Alone in Subjects With Locally Advanced or Metastatic Non-Small Cell Lung Cancer;TERMINATED;['PHASE2'];INTERVENTIONAL;17.0;['Non-small Cell Lung Cancer']
NCT00440973;Safety Study of Specific Tumor Target Drug Plus Immune System Therapy in Patients With Kidney Cancer;TERMINATED;['PHASE2'];INTERVENTIONAL;6.0;['Carcinoma, Renal Cell']
NCT00719264;Safety and Efficacy of Bevacizumab Plus RAD001 Versus Interferon Alfa-2a and Bevacizumab for the First-line Treatment in Adult Patients With Kidney Cancer;COMPLETED;['PHASE2'];INTERVENTIONAL;365.0;['Carcinoma', 'Adenocarcinoma', 'Renal Cell', 'Nephroid Carcinoma', 'Hypernephroid']
NCT00853073;Does Adding Bevacizumab Therapy in Glaucoma Surgery Improve the Success of Needle Bleb Revisions?;COMPLETED;['PHASE2', 'PHASE3'];INTERVENTIONAL;63.0;['Glaucoma']
NCT01125046;Bevacizumab in Treating Patients With Recurrent or Progressive Meningiomas;COMPLETED;['PHASE2'];INTERVENTIONAL;50.0;['Acoustic Schwannoma', 'Adult Anaplastic Meningioma', 'Adult Ependymoma', 'Adult Grade I Meningioma', 'Adult Grade II Meningioma', 'Adult Meningeal Hemangiopericytoma', 'Adult Papillary Meningioma', 'Neurofibromatosis Type 1', 'Neurofibromatosis Type 2', 'Recurrent Adult Brain Tumor']
NCT00537173;Predicting Response and Toxicity in Patients Receiving Paclitaxel and Avastin for Breast Cancer;TERMINATED;;OBSERVATIONAL;11.0;['Breast Cancer']
NCT01075464;A Study of the Safety and Pharmacology of MEGF0444A in Combination With Bevacizumab With or Without Paclitaxel in Patients With Locally Advanced or Metastatic Solid Tumors;COMPLETED;['PHASE1'];INTERVENTIONAL;64.0;['Solid Cancers']
NCT00393861;Study of Oxaliplatin Plus Bevacizumab in Germ Cell Tumor Patients;COMPLETED;['PHASE2'];INTERVENTIONAL;29.0;['Neoplasms, Germ Cell and Embryonal']
NCT02540161;Phase 2 Study of Sym004 for Adult Patients With Recurrent Glioblastoma;COMPLETED;['PHASE2'];INTERVENTIONAL;43.0;['Malignant Glioma']
NCT01213238;Hepatic Arterial Infusion Oxaliplatin, Capecitabine With or Without Bevacizumab;COMPLETED;['PHASE1'];INTERVENTIONAL;116.0;['Advanced Cancers']
NCT01428388;Bevacizumab Versus Ranibizumab in Treatment of Macular Edema From Vein Occlusion;COMPLETED;['NA'];INTERVENTIONAL;150.0;['Retinal Vein Occlusion', 'Macular Edema']
NCT03063762;Study to Evaluate Safety, Pharmacokinetics and Therapeutic Activity of RO6874281 as a Combination Therapy in Participants With Unresectable Advanced and/or Metastatic Renal Cell Carcinoma (RCC);COMPLETED;['PHASE1'];INTERVENTIONAL;69.0;['Renal Cell Carcinoma']
NCT00296062;Dose Dense Therapy and Bevacizumab in Solid Tumors and Colorectal Cancer;TERMINATED;['PHASE1'];INTERVENTIONAL;12.0;['Colorectal Cancer', 'Unspecified Adult Solid Tumor, Protocol Specific']
NCT00790010;Bevacizumab Plus Ipilimumab in Patients With Unresectable Stage III or IV Melanoma;COMPLETED;['PHASE1'];INTERVENTIONAL;46.0;['Melanoma']
NCT01837862;A Phase I Study of Mebendazole for the Treatment of Pediatric Gliomas;RECRUITING;['PHASE1', 'PHASE2'];INTERVENTIONAL;36.0;['Pilomyxoid Astrocytoma', 'Pilocytic Astrocytoma', 'Glioma, Astrocytic', 'Optic Nerve Glioma', 'Pleomorphic Xanthoastrocytoma', 'Glioblastoma Multiforme', 'Anaplastic Astrocytoma', 'Gliosarcoma', 'Diffuse Intrinsic Pontine Glioma', 'DIPG', 'Low-grade Glioma', 'Brainstem Glioma']
NCT01004172;Carboplatin and Bevacizumab for Progressive Breast Cancer Brain Metastases;COMPLETED;['PHASE2'];INTERVENTIONAL;38.0;['Metastatic Breast Cancer', 'Breast Cancer', 'Progressive Breast Cancer']
NCT02873962;A Phase II Study Of Nivolumab/ Bevacizumab/Rucaparib;ACTIVE_NOT_RECRUITING;['PHASE2'];INTERVENTIONAL;73.0;['Peritoneal Cancer', 'Ovarian Cancer', 'Fallopian Tube Cancer']
NCT05999812;Clinical Trial of All-trans-retinoic Acid, Bevacizumab and Atezolizumab in Colorectal Cancer;RECRUITING;['PHASE2'];INTERVENTIONAL;21.0;['Colorectal Cancer']
NCT01663012;Phase II NKTR-102 In Bevacizumab-Resistant High Grade Glioma;COMPLETED;['PHASE2'];INTERVENTIONAL;20.0;['Anaplastic Astrocytomas', 'Anaplastic Oligodendrogliomas', 'Glioblastomas (GBM)']
NCT04660812;An Open Label Study Evaluating the Efficacy and Safety of Etrumadenant (AB928) Based Treatment Combinations in Participants With Metastatic Colorectal Cancer.;ACTIVE_NOT_RECRUITING;['PHASE1', 'PHASE2'];INTERVENTIONAL;227.0;['Metastatic Colorectal Cancer']
NCT00506155;Neoadjuvant Chemotherapy With Methotrexate, Vinblastine, Adriamycin and Cisplatin (M-VAC) Plus Avastin in Patients With Urothelial Cancer;COMPLETED;['PHASE2'];INTERVENTIONAL;60.0;['Bladder Cancer']
NCT00723255;Bevacizumab and Temsirolimus in Treating Patients With Recurrent or Persistent Endometrial Cancer;COMPLETED;['PHASE2'];INTERVENTIONAL;53.0;['Recurrent Endometrial Carcinoma']
NCT00491855;Oxaliplatin and Paclitaxel Plus Bevacizumab in Advanced Peritoneal Carcinomatosis;COMPLETED;['PHASE1'];INTERVENTIONAL;3.0;['Peritoneal Cancer']
NCT00611325;Phase II Avastin + Bortezomib for Patients With Recurrent Malignant Glioma;COMPLETED;['PHASE2'];INTERVENTIONAL;56.0;['Glioblastoma', 'Gliosarcoma']
NCT03203525;Combination Chemotherapy and Bevacizumab With the NovoTTF-100L(P) System in Treating Participants With Advanced, Recurrent, or Refractory Hepatic Metastatic Cancer;RECRUITING;['PHASE1'];INTERVENTIONAL;52.0;['Advanced Malignant Neoplasm', 'Colorectal Carcinoma Metastatic in the Liver', 'Metastatic Malignant Neoplasm in the Liver', 'Refractory Malignant Neoplasm']
NCT00365365;Safety & Efficacy of Three Docetaxel-Based Chemotherapy Regimens Plus Bevacizumab With or Without Trastuzumab for Adjuvant Treatment of Patients With Breast Cancer;COMPLETED;['PHASE2'];INTERVENTIONAL;214.0;['Breast Cancer']
NCT00543842;Bevacizumab, Erlotinib, and Capecitabine for Locally Advanced Rectal Cancer;COMPLETED;['PHASE1'];INTERVENTIONAL;19.0;['Rectal Cancer']
NCT01496742;A Study of Onartuzumab (MetMAb) in Combination With Bevacizumab (Avastin) Plus Platinum And Paclitaxel or With Pemetrexed Plus Platinum in Patients With Non-Squamous Non-Small Cell Lung Cancer;COMPLETED;['PHASE2'];INTERVENTIONAL;259.0;['Non-Squamous Non-Small Cell Lung Cancer']
NCT01270542;Avastin for PDR (Proliferative Diabetic Retinopathy);COMPLETED;['NA'];INTERVENTIONAL;20.0;['Retinal Detachment', 'Diabetic Retinopathy']
NCT00403442;Bevacizumab in Combination With Verteporfin Reduced and Standard Fluence in the Treatment of Hemorrhaged Lesions in Neovascular AMD;TERMINATED;['PHASE1'];INTERVENTIONAL;10.0;['Macular Degeneration']
NCT03463265;Nab-sirolimus in Recurrent High Grade Glioma and Newly Diagnosed Glioblastoma;COMPLETED;['PHASE2'];INTERVENTIONAL;62.0;['High Grade Recurrent Glioma and Newly Diagnosed Glioblastoma']
NCT01209442;Hypofractionated Intensity-Modulated Radiation Therapy With Temozolomide and Bevacizumab for Glioblastoma Multiforme;COMPLETED;['PHASE2'];INTERVENTIONAL;30.0;['Glioblastoma Multiforme']
NCT02357342;Sirolimus Versus Anti-Vascular Endothelial Growth Factor (antiVEGF) for Wet AMD;COMPLETED;['PHASE2'];INTERVENTIONAL;40.0;['Age-Related Macular Degeneration']
NCT00667342;A Study of Bevacizumab in Combination With Chemotherapy for Treatment of Osteosarcoma;COMPLETED;['PHASE2'];INTERVENTIONAL;43.0;['Osteosarcoma', 'Malignant Fibrous Histiocytoma (MFH) of Bone']
NCT01767792;Phase 2 Study of Bevacizumab in Children and Young Adults With NF 2 and Progressive Vestibular Schwannomas;COMPLETED;['PHASE2'];INTERVENTIONAL;22.0;['Neurofibromatosis Type 2', 'Progressive Vestibular Schwannomas']
NCT05158621;A Screening Study Targeting Tumor-specific Antigens;COMPLETED;;OBSERVATIONAL;22.0;['Metastatic Colorectal Cancer', 'Stage II/III Colon Cancer']
NCT00942331;Gemcitabine Hydrochloride and Cisplatin With or Without Bevacizumab in Treating Patients With Advanced Urinary Tract Cancer;COMPLETED;['PHASE3'];INTERVENTIONAL;506.0;['Advanced Urothelial Carcinoma', 'Metastatic Bladder Urothelial Carcinoma', 'Metastatic Prostate Carcinoma', 'Metastatic Renal Pelvis Urothelial Carcinoma', 'Metastatic Ureter Urothelial Carcinoma', 'Metastatic Urethral Urothelial Carcinoma', 'Metastatic Urothelial Carcinoma', 'Stage IV Bladder Urothelial Carcinoma AJCC v7', 'Stage IV Prostate Cancer AJCC v7', 'Stage IV Renal Pelvis Cancer AJCC v7', 'Stage IV Ureter Cancer AJCC v7', 'Stage IV Urethral Cancer AJCC v7', 'Unresectable Urothelial Carcinoma']
NCT02354612;Open Label Continuation Study of TRC105 for Patients Who Have Completed a Prior TRC105 Trial;NO_LONGER_AVAILABLE;;EXPANDED_ACCESS;;['Solid Tumors']
NCT02348255;NovoTTF-100A With Bevacizumab and Carmustine in Treating Patients With Glioblastoma Multiforme in First Relapse;WITHDRAWN;['PHASE2'];INTERVENTIONAL;0.0;['Adult Brain Glioblastoma', 'Recurrent Adult Brain Neoplasm']
NCT00096148;Idarubicin and Cytarabine With or Without Bevacizumab in Treating Patients With Newly Diagnosed Acute Myeloid Leukemia;TERMINATED;['PHASE2'];INTERVENTIONAL;120.0;['Adult Acute Basophilic Leukemia', 'Adult Acute Eosinophilic Leukemia', 'Adult Acute Megakaryoblastic Leukemia (M7)', 'Adult Acute Minimally Differentiated Myeloid Leukemia (M0)', 'Adult Acute Monoblastic Leukemia (M5a)', 'Adult Acute Monocytic Leukemia (M5b)', 'Adult Acute Myeloblastic Leukemia With Maturation (M2)', 'Adult Acute Myeloblastic Leukemia Without Maturation (M1)', 'Adult Acute Myeloid Leukemia With 11q23 (MLL) Abnormalities', 'Adult Acute Myelomonocytic Leukemia (M4)', 'Adult Erythroleukemia (M6a)', 'Adult Pure Erythroid Leukemia (M6b)', 'Childhood Acute Basophilic Leukemia', 'Childhood Acute Eosinophilic Leukemia', 'Childhood Acute Erythroleukemia (M6)', 'Childhood Acute Megakaryocytic Leukemia (M7)', 'Childhood Acute Monoblastic Leukemia (M5a)', 'Childhood Acute Monocytic Leukemia (M5b)', 'Childhood Acute Myeloblastic Leukemia With Maturation (M2)', 'Childhood Acute Myeloblastic Leukemia Without Maturation (M1)', 'Childhood Acute Myelomonocytic Leukemia (M4)', 'Secondary Acute Myeloid Leukemia', 'Untreated Adult Acute Myeloid Leukemia', 'Untreated Childhood Acute Myeloid Leukemia and Other Myeloid Malignancies']
NCT00322725;Bevacizumab (Avastin) Induced Hypertension and Correlation With Tumor Response, a Chart Review;TERMINATED;;OBSERVATIONAL;25.0;['Cancer']
NCT03786692;Phase II Randomized Trial of Carboplatin+Pemetrexed+Bevacizumab+/- Atezolizumab in Stage IV NSCLC;RECRUITING;['PHASE2'];INTERVENTIONAL;117.0;['Non-Small Cell Carcinoma of Lung, TNM Stage 4']
NCT01903330;ERC1671/GM-CSF/Cyclophosphamide for the Treatment of Glioblastoma Multiforme;ACTIVE_NOT_RECRUITING;['PHASE2'];INTERVENTIONAL;84.0;['Glioblastoma', 'Gliosarcoma']
NCT00113230;Neoadjuvant Chemoradiation With RHUMAB VEGF (Avastin) for Rectal Cancer;COMPLETED;['PHASE2'];INTERVENTIONAL;25.0;['Rectal Cancer']
NCT01408030;North American Study of Epistaxis in Hereditary Hemorrhagic Telangiectasia (HHT);COMPLETED;['PHASE2'];INTERVENTIONAL;123.0;['Telangiectasia, Hereditary Hemorrhagic', 'Epistaxis']
NCT00923130;Bevacizumab Plus Ixabepilone to Treat Patients With Advanced Kidney Cancer;COMPLETED;['PHASE2'];INTERVENTIONAL;30.0;['Renal Cell Carcinoma']
NCT03093155;Evaluation of Weekly Ixabepilone With or Without Biweekly Bevacizumab;COMPLETED;['PHASE2'];INTERVENTIONAL;78.0;['Epithelial Ovarian Cancer', 'Fallopian Tube Cancer', 'Primary Peritoneal Cancer']
NCT05001880;Chemotherapy With or Without Immunotherapy for Peritoneal Mesothelioma;RECRUITING;['PHASE2'];INTERVENTIONAL;66.0;['Peritoneal Malignant Mesothelioma']
NCT00523640;A Phase II Trial of Gemcitabine, Capecitabine, and Bevacizumab in Metastatic Renal Cell Carcinoma;TERMINATED;['PHASE2'];INTERVENTIONAL;30.0;['Carcinoma, Renal Cell']
